numero di foto di buongiorno,numero di like per foto,numero di commenti per foto,boomer,name,surname
21.511551501136886,26.594267834693685,31.419886317337124,1,Ruby,Mueller
45.3636357315163,26.056700180462744,28.765643909920335,1,Kelsey,Bell
72.15106692313978,22.81255167577211,29.106757820429443,1,Max,Townsend
65.72670594551735,18.88658499616173,35.833150103778934,1,Emma,Obryon
45.30412192352122,16.10376570422991,41.66244941808041,1,Tamara,Reid
40.021069749561235,16.06161263948481,43.52655733519563,1,David,Parpan
31.90028111291197,12.036195914814844,43.07743983657964,1,Aaron,Pigg
75.45284947231133,16.086177031081796,19.399608507441112,1,Joan,Dyckman
24.95042317109653,27.735198702718463,23.032507069458447,1,Charlene,Best
78.14021115516744,12.259615232319439,22.722073422909368,1,Ricardo,Long
41.127205922134365,23.305158229902716,31.08968159502768,1,Abigail,Lee
86.6500697784916,19.65420571563116,43.48410981839989,1,Cynthia,Allen
74.830295748428,0.915937237452269,37.42699243071368,1,Jill,Pfeiffer
56.14047115919444,17.14423584939383,38.88861269200058,1,Audrey,Peralta
44.16284090335103,13.198833439070649,34.89767877985222,1,Esther,Anderson
49.29920597075917,18.424148371965593,45.29173118814795,1,Wendy,Harris
62.99063372385526,8.755648905875429,47.252660008102396,1,Theresa,Bailey
66.32484909799055,17.6606561170338,35.69312403221167,1,Roberto,Campbell
43.397828463127006,16.925140523979767,24.93006379811538,1,Evelyn,Hawley
51.835233460863826,24.805796973078728,53.617725289179944,1,Kenneth,Robinson
56.37072811727739,10.372924517469476,38.76447796623573,1,Brian,Imes
39.64089310915004,10.578224277675359,29.94470004986997,1,Joseph,Medeiros
61.73944446845462,12.865847653673686,24.469302014403244,1,Amy,Savage
75.31646993250547,14.478626387521448,20.86914866543505,1,Kelli,Driver
45.323384149497244,18.760199567993705,30.686103792315272,1,Vivian,Foster
45.08951653426885,25.550218747218352,43.292209889440755,1,Rita,Nelson
42.507439583693795,20.181768542791286,16.412914131711663,1,Thad,Gibson
63.88152172778786,14.039033992911278,54.14505281956424,1,William,Burchett
35.169043297530834,20.749438288443187,36.269486903749474,1,Kirk,Beckham
68.13538871935116,19.396799047070004,28.685104068974,1,Patricia,Yazzie
84.7710382136942,11.0386482508686,35.124929985467574,1,Margarita,Lopez
88.75727343725916,16.000074963293304,51.01491313665842,1,Della,Dawson
66.91442589221857,5.540419623533332,27.909189756830575,1,Abraham,Triplett
57.04512402117859,25.036930065698947,41.884902811561595,1,Jordan,Jenkins
77.02824970637778,11.954427174092636,23.786860536027916,1,Willard,Jordon
68.96858747869275,13.419980812612398,39.87532154374818,1,Ethel,Hug
58.52528579519961,19.692351187813372,35.5818497575521,1,Alicia,Johns
84.12409538397793,17.479207929365174,22.94978842234712,1,Dan,Happenny
52.25190512170763,21.009575310494046,36.661484301082595,1,Jordon,Sams
57.81359817441824,17.116978225385115,34.966440694460104,1,Patrick,Rodriguez
76.07534395795619,16.120269197708055,36.530540407017355,1,Pamela,Riddle
73.02867870697281,8.285089886767427,40.249829000919206,1,Amy,Martin
43.414510203539486,12.768895595399805,31.97627944855164,1,Valarie,Mosher
59.86984631129294,22.301611381756953,38.61253849297073,1,Tara,Ginder
80.04105917367221,15.54007537397587,43.06922064114948,1,Owen,Rose
13.266797247784552,18.195734073976446,28.09276018417595,1,Jonathan,Lutz
27.156857873802927,13.10117645238633,39.77768392365247,1,Mary,Tan
58.554565143357486,13.62604860811648,37.670688119342145,1,Mary,Leandro
49.69717391382396,23.534049079490778,40.02883058276572,1,Edward,Williams
49.796504121513834,11.460368118121002,40.59398277987376,1,Frank,Perkins
51.499480532989146,22.341753474420237,38.814545341123676,1,Makeda,Botelho
65.0550652989841,21.28687978441672,34.49530239172011,1,Brandy,Aguilar
79.39023140013632,19.112313742546547,42.99520599352499,1,Ryan,Wilson
39.34150107230157,21.383710512448143,27.293916059618088,1,Patricia,Michael
75.07290613979492,15.257127356807139,29.15417058116098,1,Jonathan,Yeh
52.86677295801722,23.951514245217375,37.267067323461774,1,Jacob,Williams
53.914363433001725,11.687240274453782,35.19923731863224,1,Jaclyn,Pilkington
48.34758007234593,24.094723265048497,33.25139487400159,1,Rose,Muller
46.61798686704715,19.64219583164353,30.756225589169787,1,Lyn,Earles
44.27411030703992,23.286070670326154,56.82151023832505,1,Jewel,Corey
37.35672709117928,17.64386037455117,28.41543757953847,1,Sebastian,Price
56.42555664828417,14.896662978980471,25.373309619638512,1,Danny,Adair
55.958595999102315,10.392125563079452,33.92945161142277,1,Dawn,Reyes
65.09296525529469,16.94699846744738,23.26315257976036,1,Orville,Pope
96.32740271018051,9.293973332036598,35.51509690102099,1,Eddy,Holden
48.752878656033126,13.655296337607385,27.86022526862773,1,Calvin,Highbaugh
51.02575953160934,14.50005213014174,34.465773286046876,1,Jeffrey,Nichols
46.56970331504992,10.885280592792482,33.322412680958216,1,Dorothy,Sweeney
32.69998120973753,14.711126354359738,36.88582637057559,1,Judith,Mora
54.64354946602919,20.877554053723415,36.750467746113166,1,Barbara,Walker
54.39583706402421,15.396777561132442,33.302481069263806,1,Jamie,Staton
78.6311086511896,14.67082754457285,36.91018462437484,1,Gloria,Johnson
101.36248941650172,22.795302698692012,32.171480990319544,1,Krystle,Cook
60.80554916558989,17.9733838311598,34.40000926097741,1,Leroy,Midgett
59.550667472200594,19.781790086997265,30.953645059723716,1,Joseph,Babin
85.29039750798856,14.331058661366765,30.621977526801235,1,Julie,Walke
61.601261662766156,4.60711631252439,12.191458242050913,1,Ronald,Nickels
68.13399289218776,13.65370379159751,35.88881888187416,1,James,Smith
27.875139300088065,20.63552129441885,48.13002947676458,1,Benjamin,Rivera
32.19079464646974,16.910423672510976,26.30537352887123,1,Peggie,Cullens
47.31590566448751,19.41420525830444,49.51721300332254,1,Deborah,Tsang
29.826626741678286,18.91006241681771,39.180880054601765,1,Elizabeth,Huynh
57.042494205393155,15.836683408920159,29.12960709528613,1,John,Moore
38.561769626591996,25.714708847645355,15.20634893100313,1,Rebekah,Rickman
45.993573023751864,13.97409258871037,38.391773692171945,1,Beulah,Roberts
59.46077546891189,21.606858386334846,40.62998672165836,1,Melissa,Boone
33.47541514759253,14.064596384161836,41.74673139903803,1,Andrew,Pinard
63.323885597069044,15.383672932896426,41.49590315228124,1,Lynn,Gibbons
91.99771759391187,10.174732825462604,23.84698371107156,1,Mickey,Oneal
103.56486036807243,20.059535425103554,19.69298089522213,1,Roberta,Sims
44.02976237770399,31.106230418958713,16.150400687335566,1,Beverly,Liebert
36.28254242739699,12.821350740176442,24.048527441650553,1,Larry,Bradley
47.84596049820362,11.065158432473224,35.83028832686287,1,John,Corvera
72.0594133455649,13.757962564564206,29.18804405528452,1,James,Bradford
73.2443716093552,15.696863983000467,32.669468423544025,1,Kristen,Tierney
58.08695723505556,16.771101331987552,32.56261466518538,1,Vernon,Delcid
101.73996333153008,19.76732089278146,44.63822567141099,1,Earl,Diaz
69.19186926899354,15.598367598417168,32.97303520686607,1,Sylvia,Anthony
59.75144863755025,13.431185414989177,33.59132262360589,1,Sandra,Hor
78.11204884568357,14.11362899217189,29.85507916496184,1,Michelle,Cardona
68.82766695779715,16.823798021466068,34.07795622329542,1,Sophia,Adkins
48.322285339404345,13.785438442356792,19.0669993653101,1,Nancy,Watkins
48.21470867326669,24.48481019454784,34.933237202107776,1,Trinidad,Ingram
79.65504173608332,13.290646432339415,34.737451813836635,1,Staci,Dolan
51.69557751417777,28.828872139242172,33.296770685038716,1,Todd,Mendoza
85.81063401517903,18.46922780772072,49.06087957092548,1,Sam,Frazier
34.77346466216433,21.148199303459442,49.219101233259934,1,Thurman,Sherwood
58.74023132980267,22.188926108239116,37.17469811446,1,Deborah,Morales
65.59040793370669,25.17515059180827,52.64749652992978,1,Nicole,Chagnon
29.161658930102206,7.608246807602338,36.69272691363536,1,Linda,Yepsen
62.543350394814155,15.237407314792586,21.02032745910993,1,Shannon,Adams
43.10508501006147,27.000466560627476,46.76028709748377,1,Clarence,Haynes
47.64510593933744,22.731247775659927,38.53907774988027,1,Joseph,Taylor
82.07949801590583,11.687523416318962,35.73974801962017,1,Rhoda,Patel
71.30268523326006,14.378691937614471,35.92603674146857,1,Morton,Brown
47.98091659419929,8.729303158489369,29.18309607951967,1,Jackie,Watterson
38.89994215255031,18.648450078942624,36.158800036236514,1,Michael,Williams
59.57508252396951,17.894334447579624,38.10866336723713,1,Kenneth,Young
56.51752702812849,14.672032288561702,26.860831252626976,1,Shirley,Edwards
48.24754732874319,19.233591427468426,33.337698116569904,1,Frank,Dunn
51.226556489825285,26.248918600144155,27.292054472507107,1,Ramon,Bushman
28.270829351578296,21.334643065281853,20.453599186056778,1,David,Steller
49.30392433088147,15.768244469026316,32.21780833651655,1,Leo,Paine
80.0639662147453,20.685781505791127,27.52375425696752,1,Abel,Mills
63.39215543957816,18.062120998796278,26.918667119254934,1,Thomas,Walker
74.24339084542304,13.512085338384992,44.116442139692076,1,Susan,Huggard
65.50246882531101,12.075375467506753,30.35622565323499,1,Shana,Lecompte
72.3092885681206,8.412807894603688,42.11706232447911,1,William,Cates
33.265805491838336,9.922856823924915,52.052448532074166,1,Barbara,Hawkes
68.53615805543077,16.199723534443127,52.25619350442133,1,Susan,Vonstein
50.9799629302206,11.786081117155945,36.43563219863968,1,Dee,Fairchild
61.90692224085281,14.576274828946005,22.59372544436173,1,Sumiko,Currie
37.50367056760966,24.564019995289012,19.496448883125808,1,Larry,Jorgensen
28.320615853714315,29.00465618613255,49.49200744901115,1,Cameron,Vandyke
41.494835244504685,16.290980324424787,37.264438370523656,1,Curt,Schneider
61.16370088238445,22.27683081507442,52.092254467674124,1,Robert,Webb
45.712348909775194,16.523861675899198,46.80025039732167,1,Michael,Evans
42.76982371656243,29.194247131649277,41.62782616491257,1,Mark,Lianes
90.30198432927551,16.957890364879653,29.67413137420647,1,Corrin,Sanders
54.971395428836544,18.700880113454403,29.46614673484918,1,Amanda,Ramirez
65.97078430443896,14.21589704680681,24.07350000780599,1,Manuel,Deforest
71.4310242996934,23.35480049372604,35.33591096483025,1,Ted,Bachmeier
66.19408441001558,10.867286731794078,27.513045853450862,1,Astrid,Kieser
63.31855585194706,16.27843935204497,27.76973001227058,1,Cathy,Walter
63.02498845713537,19.424166284037522,30.344470365364423,1,Curtis,Martin
47.05968129599201,14.6033413704648,26.901014963426398,1,James,Carrel
69.52758762683116,13.220934900189393,25.276954613247234,1,Luis,Wagnon
86.4605462565041,7.1979387438792415,41.08062677401104,1,Eric,Brannon
34.38132484785314,12.18526468743714,19.792546865083292,1,Amber,Rose
28.99369397937068,22.674128893381752,32.664450983535694,1,Megan,Druvenga
88.72396631850751,9.79707600513182,36.05112611698742,1,Hester,Ogden
76.63633746251371,7.359335598114052,27.312917011728207,1,Jane,Francois
73.71148250440325,10.798583633114204,39.4600134677259,1,Marcia,Smith
80.67251769608079,13.681279657343051,43.34440204211476,1,Maureen,Midgley
43.89509860547241,13.571735846728329,16.57814465371621,1,Michael,Vanderpool
75.77466918006535,14.25091207520855,39.673110748984755,1,Lillie,Birkland
80.49463760465005,12.840185312680493,41.952785001122656,1,Lawrence,Boldt
47.932361788737644,25.287356022283433,34.459657988785324,1,Eric,Goodwin
69.08169161323163,6.456527555229931,47.505202279185454,1,Katherine,Kazanjian
74.84075308745696,18.982061446952635,43.53220302644969,1,Ethel,Wall
69.75262424179766,11.923629267979964,31.91218249393501,1,James,Thompson
77.90209783290186,10.565457766645691,33.239918386571965,1,Linda,Maxwell
47.17676400883328,16.559197312077753,42.83988664441721,1,Donna,Heikes
